Birth Rate,Business Tax Rate,CO2 Emissions,PopXbirth rate,Country,Days to Start Business,Ease of Business,Energy Usage,gdp,Health Exp % GDP,Health Exp/Capita,Hours to do Tax (bin),Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage (bin),Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
1.50%,33.10%,42541,19746.735,Trinidad and Tobago,43,,19563,28165793618,4.40%,$924 ,113,210,2.20%,0.3,12.40%,73,66,1.3,1.4,1,20.90%,71.20%,7.80%,1316449,9.40%,The Americas,"$557,000,000 ","$102,000,000 ",2008
1.50%,33.10%,48177,19837.77,Trinidad and Tobago,43,,20277,19332270662,6.10%,$887 ,113,210,2.10%,0.4,11.90%,73,66,1.3,1.4,1,20.80%,71.10%,8.10%,1322518,9.20%,The Americas,"$548,000,000 ","$136,000,000 ",2009
1.50%,33.10%,50682,19921.425,Trinidad and Tobago,41,,21370,20758191858,5.20%,$805 ,113,210,2.10%,0.5,9.30%,73,66,1.3,1.4,1,20.70%,71.00%,8.30%,1328095,9.10%,The Americas,"$630,000,000 ","$97,000,000 ",2010
1.50%,29.10%,,19996.23,Trinidad and Tobago,41,,20918,23676348287,5.30%,$935 ,113,210,2.00%,0.6,8.00%,73,66,1.3,1.4,1,20.70%,70.80%,8.50%,1333082,8.90%,The Americas,"$650,000,000 ","$192,000,000 ",2011
1.50%,29.10%,,20061.585,Trinidad and Tobago,41,63,,23436342520,5.40%,$972 ,113,210,2.00%,0.6,7.70%,74,66,1.3,1.4,1,20.70%,70.50%,8.80%,1337439,8.80%,The Americas,,,2012
1.70%,,19923,162579.5,Tunisia,,,7306,21473188882,5.40%,$123 ,,,2.60%,0,,75,71,0,0,1,29.80%,64.10%,6.00%,9563500,63.40%,Africa,"$1,977,000,000 ","$310,000,000 ",2000
1.70%,,20818,164451.2,Tunisia,,,7711,22066101341,5.30%,$122 ,,,2.40%,0,,75,71,0,0,1,28.90%,64.90%,6.20%,9673600,63.80%,Africa,"$2,061,000,000 ","$322,000,000 ",2001
1.70%,,21016,166292.3,Tunisia,,,7814,23141757278,5.30%,$128 ,,,2.30%,0.1,,75,71,0,0.1,1,28.10%,65.60%,6.40%,9781900,64.20%,Africa,"$1,831,000,000 ","$303,000,000 ",2002
1.70%,,21397,167276.6,Tunisia,11,,8028,27453084983,5.40%,$151 ,,,2.20%,0.1,,75,71,0.2,0.2,1,27.20%,66.30%,6.50%,9839800,64.60%,Africa,"$1,935,000,000 ","$355,000,000 ",2003
1.70%,,22446,168850.8,Tunisia,11,,8463,31183139301,5.60%,$179 ,,,2.10%,0.1,,75,71,0.3,0.4,1,26.50%,66.90%,6.60%,9932400,64.90%,Africa,"$2,432,000,000 ","$427,000,000 ",2004
1.70%,60.60%,22801,170493,Tunisia,11,,8314,32282960678,5.60%,$181 ,226,268,2.00%,0.1,,76,72,0.5,0.6,1,25.80%,67.50%,6.70%,10029000,65.10%,Africa,"$2,800,000,000 ","$452,000,000 ",2005
1.70%,60.60%,23128,172174.3,Tunisia,11,,8752,34378437265,5.60%,$194 ,226,268,1.90%,0.1,,76,72,0.7,0.7,1,25.20%,68.10%,6.80%,10127900,65.30%,Africa,"$2,999,000,000 ","$498,000,000 ",2006
1.70%,60.60%,23869,173826.7,Tunisia,11,,9039,38920218579,5.60%,$217 ,226,268,1.80%,0.2,,76,72,0.8,0.8,1,24.60%,68.60%,6.80%,10225100,65.40%,Africa,"$3,373,000,000 ","$530,000,000 ",2007
1.80%,58.60%,25013,185920.2,Tunisia,11,,9427,44856586316,5.60%,$246 ,226,228,1.70%,0.3,,76,72,0.8,0.8,1,24.10%,69.00%,6.90%,10328900,65.60%,Africa,"$3,909,000,000 ","$555,000,000 ",2008
1.80%,62.30%,24807,187912.8,Tunisia,11,,9193,43454935940,6.20%,$259 ,226,228,1.60%,0.3,,77,73,0.9,0.9,1,23.80%,69.30%,6.90%,10439600,65.80%,Africa,"$3,526,000,000 ","$478,000,000 ",2009
1.90%,62.30%,25878,200432.9,Tunisia,11,,9674,44054072936,6.70%,$282 ,113,144,1.50%,0.4,,77,73,1,1,1,23.50%,69.60%,6.90%,10549100,65.90%,Africa,"$3,477,000,000 ","$611,000,000 ",2010
1.90%,62.40%,,202802.2,Tunisia,11,,9504,45951129422,7.00%,$304 ,113,144,1.40%,0.4,,77,73,1.1,1.2,1,23.30%,69.70%,7.00%,10673800,66.10%,Africa,"$2,529,000,000 ","$678,000,000 ",2011
1.90%,62.40%,,204772.5,Tunisia,11,49,,45238491581,7.00%,$297 ,113,144,1.40%,0.4,,77,73,1.2,1.2,1,23.20%,69.70%,7.10%,10777500,66.30%,Africa,"$2,931,000,000 ","$673,000,000 ",2012
2.10%,,216148,1326664.143,Turkey,,,76348,2.67E+11,4.90%,$196 ,,,3.40%,0,,74,66,0.3,0.3,1,30.70%,63.40%,6.00%,63174483,64.70%,Europe,"$7,636,000,000 ","$1,713,000,000 ",2000
2.10%,,194538,1346106.237,Turkey,,,70402,1.96E+11,5.20%,$148 ,,,3.20%,0.1,,74,67,0.3,0.3,1,30.20%,63.70%,6.10%,64100297,65.30%,Europe,"$10,067,000,000 ","$1,738,000,000 ",2001
2.10%,,205678,1365468.3,Turkey,,,74248,2.33E+11,5.40%,$180 ,,,3.00%,0.1,,75,68,0.3,0.4,1,29.70%,64.00%,6.30%,65022300,66.00%,Europe,"$11,901,000,000 ","$1,880,000,000 ",2002
2.00%,,218509,1318765.3,Turkey,38,,77833,3.03E+11,5.30%,$232 ,,,2.90%,0.1,,75,68,0.4,0.4,1,29.30%,64.30%,6.40%,65938265,66.60%,Europe,"$13,203,000,000 ","$2,113,000,000 ",2003
2.00%,,225407,1336912.7,Turkey,6,,80858,3.92E+11,5.40%,$297 ,,,2.70%,0.1,,76,69,0.5,0.5,1,28.90%,64.60%,6.50%,66845635,67.20%,Europe,"$15,888,000,000 ","$2,524,000,000 ",2004
1.90%,52.80%,237369,1287117.988,Turkey,6,,84379,4.83E+11,5.40%,$366 ,226,254,2.60%,0.2,,76,69,0.6,0.6,1,28.50%,64.90%,6.60%,67743052,67.80%,Europe,"$20,760,000,000 ","$3,563,000,000 ",2005
1.90%,52.40%,261571,1303900.403,Turkey,6,,93035,5.31E+11,5.80%,$422 ,226,254,2.40%,0.2,,76,69,0.8,0.8,1,28.10%,65.20%,6.70%,68626337,68.40%,Europe,"$19,137,000,000 ","$3,517,000,000 ",2006
1.90%,44.30%,284658,1320433.747,Turkey,6,,100005,6.47E+11,6.00%,$558 ,113,223,2.30%,0.3,,77,70,0.8,0.9,1,27.80%,65.50%,6.80%,69496513,69.00%,Europe,"$21,662,000,000 ","$4,254,000,000 ",2007
1.80%,44.30%,285274,1266543.198,Turkey,6,,98502,7.30E+11,6.10%,$628 ,113,223,2.20%,0.3,,77,70,0.9,0.9,1,27.40%,65.70%,6.90%,70363511,69.60%,Europe,"$26,446,000,000 ","$4,509,000,000 ",2008
1.80%,43.30%,277845,1282339.44,Turkey,6,,97661,6.15E+11,6.70%,$580 ,113,223,2.10%,0.4,,77,70,0.8,0.9,1,27.10%,66.00%,6.90%,71241080,70.10%,Europe,"$26,331,000,000 ","$5,061,000,000 ",2009
1.80%,43.30%,298002,1298475.828,Turkey,6,,105133,7.31E+11,6.80%,$680 ,226,226,2.00%,0.4,,78,71,0.8,0.9,1,26.70%,66.20%,7.10%,72137546,70.70%,Europe,"$26,318,000,000 ","$5,817,000,000 ",2010
1.70%,40.00%,,1241996.846,Turkey,6,,112459,7.75E+11,6.10%,$644 ,226,226,1.90%,0.4,,78,71,0.8,0.9,1,26.40%,66.50%,7.20%,73058638,71.30%,Europe,"$30,093,000,000 ","$5,372,000,000 ",2011
1.70%,40.00%,,1257951.176,Turkey,6,72,115701,7.89E+11,6.30%,$665 ,226,226,1.70%,0.5,,78,72,0.8,0.9,1,26.00%,66.70%,7.30%,73997128,71.80%,Europe,"$32,249,000,000 ","$4,604,000,000 ",2012
2.40%,,35365,108034.056,Turkmenistan,,,14871,2904662605,3.90%,$44 ,,,6.60%,0,,68,60,0,0,1,36.30%,59.40%,4.30%,4501419,45.90%,Asia,,,2000
2.30%,,39270,104690.526,Turkmenistan,,,15153,3534771969,3.80%,$58 ,,,6.50%,0,,68,60,0,0,1,35.60%,60.00%,4.40%,4551762,46.10%,Asia,,,2001
2.30%,,40245,105803.933,Turkmenistan,,,15811,4462028989,3.30%,$63 ,,,6.30%,0,,68,60,0,0,1,34.90%,60.70%,4.40%,4600171,46.40%,Asia,,,2002
2.30%,,42215,106904.851,Turkmenistan,,,17629,5977440583,3.80%,$95 ,,,6.20%,0,,68,60,0,0,1,34.20%,61.30%,4.50%,4648037,46.60%,Asia,,,2003
2.30%,,43337,108028.148,Turkmenistan,,,18406,6838351088,3.70%,$111 ,,,6.00%,0,,68,60,0,0,1,33.40%,62.00%,4.60%,4696876,46.80%,Asia,,,2004
2.30%,,45375,109200.297,Turkmenistan,,,19166,8104355717,3.00%,$107 ,,,5.80%,0,,69,60,0,0,1,32.70%,62.70%,4.60%,4747839,47.00%,Asia,,,2005
2.20%,,46256,105635.09,Turkmenistan,,,19628,10277598152,2.20%,$98 ,,,5.70%,0,,69,61,0,0,1,31.90%,63.60%,4.50%,4801595,47.30%,Asia,,,2006
2.20%,,53516,106881.192,Turkmenistan,,,22367,12664165103,2.10%,$113 ,,,5.50%,0,,69,61,0,0.1,1,31.10%,64.50%,4.40%,4858236,47.60%,Asia,,,2007
2.20%,,55093,108185.946,Turkmenistan,,,22669,19271523179,1.90%,$81 ,,,5.40%,0,,69,61,0.2,0.2,1,30.40%,65.30%,4.30%,4917543,47.80%,Asia,,,2008
2.20%,,48525,109537.164,Turkmenistan,,,19873,20214385965,2.10%,$86 ,,,5.20%,0,,69,61,0.4,0.4,1,29.70%,66.10%,4.20%,4978962,48.10%,Asia,,,2009
2.20%,,53054,110923.89,Turkmenistan,,,22675,22148070175,2.10%,$95 ,,,5.10%,0,,69,61,0.6,0.6,1,29.20%,66.60%,4.10%,5041995,48.40%,Asia,,,2010
2.20%,,,112346.696,Turkmenistan,,,24710,29233333333,2.10%,$114 ,,,5.00%,0.1,,69,61,1,1,1,28.90%,67.10%,4.10%,5106668,48.70%,Asia,,,2011
2.20%,,,113804.482,Turkmenistan,,,,35164210526,2.00%,$129 ,,,4.80%,0.1,,70,61,1.1,1.1,1,28.60%,67.30%,4.10%,5172931,49.00%,Asia,,,2012
,,15,,Turks and Caicos Islands,,,,,,,,,,,,,,,,1,,,,18876,84.60%,The Americas,"$285,000,000 ",,2000
,,15,,Turks and Caicos Islands,,,,,,,,,,,,,,,,1,,,,20186,85.40%,The Americas,"$311,000,000 ",,2001
,,99,,Turks and Caicos Islands,,,,,,,,,,,,,,,,1,,,,21740,86.00%,The Americas,"$292,000,000 ",,2002
,,103,,Turks and Caicos Islands,,,,,,,,,,,,,,,,1,,,,23412,86.60%,The Americas,,,2003
,,103,,Turks and Caicos Islands,,,,,,,,,,,,,,,,1,,,,25025,87.20%,The Americas,,,2004
,,121,,Turks and Caicos Islands,,,,,,,,,,,,,,,,1,,,,26450,87.70%,The Americas,,,2005
,,143,,Turks and Caicos Islands,,,,,,,,,,,,,,,,1,,,,27642,88.30%,The Americas,,,2006
,,158,,Turks and Caicos Islands,,,,,,,,,,,,,,,,1,,,,28638,88.80%,The Americas,,,2007
,,158,,Turks and Caicos Islands,,,,,,,,,,,,,,,,1,,,,29481,89.30%,The Americas,,,2008
,,161,,Turks and Caicos Islands,,,,,,,,,,,,,,,,1,,,,30247,89.80%,The Americas,,,2009
,,161,,Turks and Caicos Islands,,,,,,,,,,,,,,,,1,,,,30993,90.20%,The Americas,,,2010
,,,,Turks and Caicos Islands,,,,,,,,,,,,,,,,1,,,,31726,90.70%,The Americas,,,2011
,,,,Turks and Caicos Islands,,,,,,,,,,,,,,,,1,,,,32427,91.10%,The Americas,,,2012
4.80%,,1533,1165230.768,Uganda,,,,6193246632,6.60%,$16 ,,,8.90%,0,22.90%,48,48,0,0,1,49.30%,48.10%,2.70%,24275641,12.10%,Africa,"$165,000,000 ",,2000
4.80%,,1621,1204225.584,Uganda,,,,5840503703,7.20%,$17 ,,,8.50%,0,22.70%,49,49,0,0,1,49.30%,48.00%,2.70%,25088033,12.20%,Africa,"$187,000,000 ",,2001
4.80%,,1668,1245285.168,Uganda,,,,6178563467,7.50%,$18 ,,,8.10%,0,19.10%,50,50,0,0,1,49.40%,48.00%,2.60%,25943441,12.30%,Africa,"$194,000,000 ",,2002
4.70%,,1709,1261406.116,Uganda,34,,,6336696289,7.60%,$18 ,,,7.70%,0,18.90%,51,51,0,0,1,49.40%,48.10%,2.60%,26838428,12.50%,Africa,"$185,000,000 ",,2003
4.70%,,1852,1305048.342,Uganda,34,,,7940362663,7.90%,$24 ,,,7.30%,0,20.60%,52,52,0,0,1,49.40%,48.10%,2.50%,27766986,12.80%,Africa,"$268,000,000 ","$158,000,000 ",2004
4.70%,36.90%,2285,1350068.843,Uganda,34,,,9013834490,9.20%,$29 ,226,237,6.80%,0,19.60%,53,52,0,0,1,49.40%,48.10%,2.50%,28724869,13.00%,Africa,"$382,000,000 ","$185,000,000 ",2005
4.60%,35.20%,2655,1366724.262,Uganda,28,,,9942597753,9.60%,$32 ,226,237,6.40%,0,18.70%,54,53,0,0.1,1,49.30%,48.20%,2.50%,29711397,13.30%,Africa,"$347,000,000 ","$196,000,000 ",2006
4.60%,36.80%,3128,1413522.362,Uganda,28,,,12292813801,9.40%,$37 ,226,237,6.10%,0,19.10%,55,54,0.1,0.1,1,49.20%,48.30%,2.50%,30728747,13.60%,Africa,"$402,000,000 ","$220,000,000 ",2007
4.60%,34.00%,3161,1461824.754,Uganda,25,,,14239026768,8.80%,$39 ,113,222,5.70%,0.1,20.50%,56,55,0.3,0.3,1,49.10%,48.40%,2.50%,31778799,13.90%,Africa,"$536,000,000 ","$315,000,000 ",2008
4.50%,35.00%,3366,1478894.76,Uganda,25,,,14824492062,9.30%,$42 ,113,161,5.40%,0.1,21.00%,57,56,0.3,0.3,1,49.00%,48.60%,2.50%,32864328,14.20%,Africa,"$683,000,000 ","$351,000,000 ",2009
4.50%,35.00%,3784,1529424.585,Uganda,24,,,16030996179,9.20%,$43 ,113,161,5.10%,0.1,20.20%,58,56,0.3,0.4,1,48.90%,48.70%,2.40%,33987213,14.50%,Africa,"$802,000,000 ","$464,000,000 ",2010
4.40%,35.00%,,1546514.816,Uganda,33,,,15493320082,9.30%,$41 ,113,213,4.90%,0.1,21.80%,59,57,0.4,0.5,1,48.70%,48.90%,2.40%,35148064,14.80%,Africa,"$967,000,000 ","$528,000,000 ",2011
4.40%,36.60%,,1599217.84,Uganda,33,126,,20032237910,8.00%,$44 ,113,213,4.50%,0.1,26.30%,60,58,0.4,0.5,1,48.50%,49.00%,2.40%,36345860,15.10%,Africa,"$1,105,000,000 ","$604,000,000 ",2012
0.80%,,320774,393406.784,Ukraine,,,133794,31261527363,5.60%,$36 ,,,1.60%,0,41.50%,74,62,0,0,1,17.50%,68.80%,13.80%,49175848,67.10%,Europe,"$563,000,000 ","$561,000,000 ",2000
0.80%,,321651,389470.92,Ukraine,,,134096,38009344577,5.70%,$44 ,,,1.50%,0,32.30%,74,63,0,0,1,16.80%,69.10%,14.10%,48683865,67.20%,Europe,"$759,000,000 ","$676,000,000 ",2001
0.90%,,318684,433822.5,Ukraine,,,135601,42392896031,6.30%,$55 ,,,1.40%,0,25.30%,74,63,0,0.1,1,16.20%,69.20%,14.50%,48202500,67.30%,Europe,"$1,001,000,000 ","$794,000,000 ",2002
0.90%,,352259,430316.55,Ukraine,40,,144641,50132953288,6.90%,$73 ,,,1.40%,0,17.90%,74,63,0.1,0.1,1,15.60%,69.30%,15.00%,47812950,67.40%,Europe,"$1,204,000,000 ","$953,000,000 ",2003
0.90%,,343121,427064.4,Ukraine,34,,143843,64883060726,6.60%,$90 ,,,1.30%,0,17.40%,74,63,0.3,0.3,1,15.10%,69.40%,15.50%,47451600,67.60%,Europe,"$2,931,000,000 ","$2,660,000,000 ",2004
0.90%,57.30%,333869,423946.35,Ukraine,34,,142883,86142018069,6.40%,$117 ,2034,2085,1.30%,0,16.20%,74,62,0.6,0.6,1,14.70%,69.50%,15.80%,47105150,67.80%,Europe,"$3,542,000,000 ","$3,078,000,000 ",2005
1.00%,57.00%,326480,467877.5,Ukraine,33,,137333,1.08E+11,6.40%,$147 ,2034,2085,1.20%,0,15.20%,74,62,1,1,1,14.30%,69.70%,16.00%,46787750,68.00%,Europe,"$4,018,000,000 ","$3,202,000,000 ",2006
1.00%,56.60%,327595,465093.5,Ukraine,27,,137343,1.43E+11,6.40%,$194 ,2034,2085,1.20%,0.1,13.90%,74,63,1.2,1.2,1,14.10%,69.80%,16.10%,46509350,68.10%,Europe,"$5,320,000,000 ","$4,022,000,000 ",2007
1.10%,57.20%,323459,508840.2,Ukraine,27,,134562,1.80E+11,6.60%,$257 ,791,848,1.10%,0.1,17.50%,74,63,1.2,1.2,1,13.90%,70.00%,16.00%,46258200,68.30%,Europe,"$6,722,000,000 ","$4,585,000,000 ",2008
1.10%,57.20%,261813,506586.3,Ukraine,27,,114420,1.17E+11,7.80%,$198 ,678,736,1.10%,0.2,20.90%,75,64,1.2,1.2,1,13.90%,70.20%,15.90%,46053300,68.50%,Europe,"$4,349,000,000 ","$3,751,000,000 ",2009
1.10%,55.50%,304805,504577.7,Ukraine,27,,132308,1.36E+11,7.80%,$231 ,565,657,1.00%,0.2,15.90%,76,65,1.1,1.2,1,13.90%,70.30%,15.80%,45870700,68.70%,Europe,"$4,696,000,000 ","$4,134,000,000 ",2010
1.10%,57.10%,,502767.1,Ukraine,24,,126438,1.63E+11,7.30%,$262 ,565,657,1.00%,0.3,15.90%,76,66,1.2,1.2,1,14.00%,70.40%,15.60%,45706100,68.90%,Europe,"$5,406,000,000 ","$4,829,000,000 ",2011
1.10%,55.40%,,501526.3,Ukraine,22,140,,1.77E+11,7.60%,$293 ,452,491,0.90%,0.4,18.40%,76,66,1.3,1.3,1,14.20%,70.50%,15.30%,45593300,69.10%,Europe,"$5,988,000,000 ","$5,536,000,000 ",2012
1.70%,,112562,51447.984,United Arab Emirates,,,33944,1.04E+11,2.20%,$752 ,,,1.00%,0.2,9.70%,75,73,0.4,0.5,1,25.40%,73.60%,1.00%,3026352,80.20%,Middle East,"$1,063,000,000 ","$3,019,000,000 ",2000
1.60%,,101415,50113.664,United Arab Emirates,,,37365,1.03E+11,2.50%,$815 ,,,0.90%,0.3,8.10%,76,74,0.6,0.6,1,24.90%,74.10%,1.00%,3132104,80.70%,Middle East,"$1,200,000,000 ","$3,321,000,000 ",2001
1.60%,,84704,51583.504,United Arab Emirates,,,40578,1.10E+11,2.70%,$917 ,,,0.90%,0.3,,76,74,0.7,0.8,1,24.30%,74.60%,1.00%,3223969,81.10%,Middle East,"$1,332,000,000 ","$3,651,000,000 ",2002
1.60%,,106842,53908.064,United Arab Emirates,19,,40190,1.24E+11,2.60%,$968 ,,,0.90%,0.3,,76,74,0.8,0.9,1,23.40%,75.60%,1.00%,3369254,81.50%,Middle East,"$1,438,000,000 ","$3,956,000,000 ",2003
1.60%,,113241,58538.528,United Arab Emirates,19,,42310,1.48E+11,2.50%,$995 ,,,0.90%,0.3,,76,74,0.9,1,1,21.90%,77.10%,0.90%,3658658,81.90%,Middle East,"$1,593,000,000 ","$4,472,000,000 ",2004
1.60%,14.40%,116149,66382.128,United Arab Emirates,19,,43231,1.81E+11,2.30%,"$1,030 ",0,12,0.80%,0.4,,77,75,1.1,1.1,1,20.00%,79.10%,0.80%,4148883,82.30%,Middle East,"$3,218,000,000 ","$6,186,000,000 ",2005
1.60%,14.40%,123875,78010.224,United Arab Emirates,19,,45911,2.22E+11,2.30%,"$1,109 ",0,12,0.80%,0.5,,77,75,1.1,1.1,1,18.00%,81.30%,0.70%,4875639,82.60%,Middle East,"$4,972,000,000 ","$8,827,000,000 ",2006
1.60%,14.40%,139405,92757.552,United Arab Emirates,18,,51975,2.58E+11,2.50%,"$1,184 ",0,12,0.80%,0.6,,77,75,1.3,1.3,1,16.20%,83.30%,0.50%,5797347,83.00%,Middle East,"$6,072,000,000 ","$11,273,000,000 ",2007
1.60%,14.40%,158935,108778.16,United Arab Emirates,18,,58347,3.15E+11,2.70%,"$1,353 ",0,12,0.80%,0.6,,77,75,1.3,1.4,1,14.90%,84.70%,0.40%,6798635,83.40%,Middle East,"$7,162,000,000 ","$13,288,000,000 ",2008
1.60%,14.10%,162602,123493.104,United Arab Emirates,15,,60672,2.55E+11,3.40%,"$1,336 ",0,12,0.80%,0.6,,77,75,1.3,1.4,1,14.10%,85.50%,0.40%,7718319,83.70%,Middle East,"$7,352,000,000 ","$10,347,000,000 ",2009
1.60%,14.10%,167597,135064.592,United Arab Emirates,15,,63099,2.87E+11,3.20%,"$1,283 ",0,12,0.80%,0.7,,78,76,1.3,1.3,1,13.90%,85.80%,0.30%,8441537,84.10%,Middle East,"$8,577,000,000 ","$11,818,000,000 ",2010
1.60%,14.10%,,142801.536,United Arab Emirates,13,,66108,3.49E+11,3.10%,"$1,375 ",0,12,0.70%,0.8,,78,76,1.3,1.3,1,14.00%,85.70%,0.30%,8925096,84.40%,Middle East,,,2011
1.50%,14.90%,,138084.765,United Arab Emirates,8,26,,3.84E+11,2.80%,"$1,343 ",0,12,0.70%,0.9,,78,76,1.4,1.5,1,14.40%,85.20%,0.40%,9205651,84.70%,Middle East,,,2012
1.20%,,543662,706710.168,United Kingdom,,,222940,1.49E+12,7.00%,"$1,761 ",,,0.60%,0.3,6.00%,80,75,0.7,0.7,1,19.00%,65.20%,15.80%,58892514,78.70%,Europe,"$29,978,000,000 ","$47,009,000,000 ",2000
1.10%,,550552,650316.403,United Kingdom,,,223770,1.49E+12,7.30%,"$1,819 ",,,0.60%,0.3,5.10%,80,76,0.8,0.8,1,18.80%,65.40%,15.80%,59119673,78.80%,Europe,"$26,137,000,000 ","$46,410,000,000 ",2001
1.10%,,531939,653075.269,United Kingdom,,,218306,1.62E+12,7.60%,"$2,065 ",,,0.50%,0.6,4.00%,81,76,0.8,0.8,1,18.60%,65.60%,15.80%,59370479,79.00%,Europe,"$27,819,000,000 ","$51,125,000,000 ",2002
1.20%,,540640,715770.924,United Kingdom,13,,222080,1.88E+12,7.80%,"$2,444 ",,,0.50%,0.6,3.70%,81,76,0.8,0.9,1,18.30%,65.80%,15.90%,59647577,79.30%,Europe,"$30,736,000,000 ","$58,627,000,000 ",2003
1.20%,,540409,719854.86,United Kingdom,13,,221558,2.22E+12,8.00%,"$2,955 ",,,0.50%,0.7,4.40%,81,77,0.9,1,1,18.10%,66.00%,15.90%,59987905,79.60%,Europe,"$37,166,000,000 ","$69,076,000,000 ",2004
1.20%,34.70%,541986,724814.472,United Kingdom,13,,222638,2.32E+12,8.30%,"$3,161 ",0,105,0.50%,0.7,4.60%,81,77,1,1.1,1,17.90%,66.10%,16.00%,60401206,79.90%,Europe,"$39,411,000,000 ","$72,993,000,000 ",2005
1.20%,34.60%,542041,730161.84,United Kingdom,13,,218961,2.48E+12,8.40%,"$3,423 ",0,105,0.50%,0.7,4.60%,81,77,1.1,1.2,1,17.80%,66.20%,16.00%,60846820,80.20%,Europe,"$43,803,000,000 ","$77,674,000,000 ",2006
1.30%,34.50%,528906,797192.019,United Kingdom,13,,210993,2.86E+12,8.50%,"$3,953 ",0,105,0.50%,0.8,5.50%,82,77,1.2,1.2,1,17.70%,66.20%,16.10%,61322463,80.50%,Europe,"$48,193,000,000 ","$86,747,000,000 ",2007
1.30%,34.20%,522467,803490.935,United Kingdom,13,,208209,2.69E+12,9.00%,"$3,875 ",0,105,0.50%,0.8,4.60%,82,78,1.2,1.2,1,17.60%,66.10%,16.20%,61806995,80.80%,Europe,"$46,285,000,000 ","$83,584,000,000 ",2008
1.30%,34.90%,475108,809591.51,United Kingdom,12,,196485,2.21E+12,9.90%,"$3,512 ",0,110,0.50%,0.8,0.60%,82,78,1.2,1.2,1,17.60%,66.00%,16.40%,62276270,81.00%,Europe,"$38,564,000,000 ","$61,133,000,000 ",2009
1.30%,36.10%,493505,815962.745,United Kingdom,12,,201829,2.30E+12,9.60%,"$3,489 ",0,110,0.40%,0.9,0.50%,82,79,1.2,1.2,1,17.60%,65.90%,16.60%,62766365,81.30%,Europe,"$40,746,000,000 ","$61,368,000,000 ",2010
1.30%,36.10%,,822365.934,United Kingdom,12,,188074,2.46E+12,9.40%,"$3,659 ",0,110,0.40%,0.9,0.50%,83,79,1.2,1.2,1,17.50%,65.60%,16.90%,63258918,81.60%,Europe,"$45,940,000,000 ","$64,627,000,000 ",2011
1.30%,35.00%,,828043.931,United Kingdom,12,11,192381,2.46E+12,9.40%,"$3,647 ",0,110,0.40%,0.9,0.50%,84,80,1.2,1.2,1,17.50%,65.30%,17.20%,63695687,81.80%,Europe,"$45,966,000,000 ","$66,182,000,000 ",2012
1.40%,,5713560,3950273.754,United States,,,2273332,1.03E+13,13.60%,"$4,790 ",,,0.70%,0.4,9.20%,79,74,0.3,0.4,1,21.30%,66.30%,12.40%,282162411,79.10%,The Americas,"$120,912,000,000 ","$91,473,000,000 ",2000
1.40%,,5601405,3989565.37,United States,,,2230817,1.06E+13,14.20%,"$5,138 ",,,0.70%,0.5,6.90%,79,74,0.4,0.4,1,21.20%,66.50%,12.30%,284968955,79.20%,The Americas,"$109,103,000,000 ","$85,610,000,000 ",2001
1.40%,,5650950,4026752.702,United States,,,2255957,1.10E+13,15.10%,"$5,578 ",,,0.70%,0.6,4.70%,80,74,0.4,0.5,1,21.00%,66.70%,12.30%,287625193,79.40%,The Americas,"$104,427,000,000 ","$81,860,000,000 ",2002
1.40%,,5681664,4061511.062,United States,6,,2261151,1.15E+13,15.60%,"$5,993 ",,,0.70%,0.6,4.10%,80,75,0.5,0.5,1,20.90%,66.90%,12.30%,290107933,79.60%,The Americas,"$101,535,000,000 ","$82,091,000,000 ",2003
1.40%,,5790765,4099274.172,United States,6,,2307819,1.23E+13,15.70%,"$6,355 ",,,0.70%,0.6,4.30%,80,75,0.6,0.6,1,20.70%,67.00%,12.30%,292805298,79.80%,The Americas,"$115,689,000,000 ","$94,764,000,000 ",2004
1.40%,45.80%,5826394,4137232.386,United States,6,,2318861,1.31E+13,15.80%,"$6,732 ",226,325,0.70%,0.7,6.20%,80,75,0.7,0.7,1,20.50%,67.10%,12.30%,295516599,79.90%,The Americas,"$127,237,000,000 ","$100,250,000,000 ",2005
1.40%,47.40%,5737616,4177318.768,United States,6,,2296686,1.39E+13,15.90%,"$7,110 ",226,325,0.70%,0.7,8.00%,80,75,0.8,0.8,1,20.40%,67.20%,12.40%,298379912,80.10%,The Americas,"$133,393,000,000 ","$105,476,000,000 ",2006
1.40%,46.10%,5828697,4217236.898,United States,6,,2337014,1.45E+13,16.10%,"$7,486 ",226,325,0.70%,0.8,8.10%,80,75,0.8,0.8,1,20.20%,67.30%,12.50%,301231207,80.30%,The Americas,"$148,846,000,000 ","$111,102,000,000 ",2007
1.40%,46.40%,5656839,4257315.524,United States,5,,2277034,1.47E+13,16.50%,"$7,769 ",113,187,0.70%,0.7,5.10%,81,76,0.8,0.9,1,20.10%,67.30%,12.70%,304093966,80.40%,The Americas,"$170,524,000,000 ","$119,217,000,000 ",2008
1.40%,46.10%,5311840,4294801.406,United States,5,,2164458,1.44E+13,17.70%,"$8,009 ",113,187,0.60%,0.7,3.30%,81,76,0.8,0.9,1,20.00%,67.20%,12.80%,306771529,80.60%,The Americas,"$149,510,000,000 ","$106,285,000,000 ",2009
